Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of cellular process (GO:0048523)	18/566	0.31007041704879656	0.5685796158430692	0	0	1.1558740773967295	1.3534775191803678	BLM;IFITM1;AVPR2;EIF2AK2;FOXM1;PKD2;IFIT3;DLL4;PLSCR1;IL6;ORC6;PSRC1;ALOX5;ADORA3;JAK2;MYBL1;APOBEC3A;APOBEC3B
cholesterol homeostasis (GO:0042632)	3/71	0.3151103030967693	0.5730795494094865	0	0	1.548673273657289	1.7884582792367474	CETP;APOA2;CYP7B1
response to metal ion (GO:0010038)	3/71	0.3151103030967693	0.5730795494094865	0	0	1.548673273657289	1.7884582792367474	PLSCR1;AQP9;CAPN3
negative regulation of neuron apoptotic process (GO:0043524)	3/71	0.3151103030967693	0.5730795494094865	0	0	1.548673273657289	1.7884582792367474	CX3CR1;KIF14;CCL2
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	5/134	0.3153642888664687	0.5730795494094865	0	0	1.3612403100775194	1.570907847752959	IL6;CD80;PARP14;JAK2;PARP9
acylglycerol metabolic process (GO:0006639)	2/41	0.3154983193509224	0.5730795494094865	0	0	1.7996012426392174	2.0760234558577046	CETP;APOA2
heart contraction (GO:0060047)	2/41	0.3154983193509224	0.5730795494094865	0	0	1.7996012426392174	2.0760234558577046	MYBPC3;SLC8A1
nucleobase-containing compound catabolic process (GO:0034655)	2/41	0.3154983193509224	0.5730795494094865	0	0	1.7996012426392174	2.0760234558577046	ISG20;PNPT1
phosphorylation (GO:0016310)	13/400	0.3198222883394081	0.5730795494094865	0	0	1.181164602343698	1.3465155827184647	PLK4;PLK1;EIF2AK2;HASPIN;AURKB;GRK3;MELK;CDK3;CDK1;BIRC5;CCL2;NEK2;JAK2
cellular response to organonitrogen compound (GO:0071417)	4/103	0.3204818858355341	0.5730795494094865	0	0	1.4186144567269794	1.6142832715996567	P2RY6;AQP9;BRCA1;PKD2
extrinsic apoptotic signaling pathway (GO:0097191)	3/72	0.32274080348786643	0.5730795494094865	0	0	1.5261499684940139	1.7259317654066562	IFI27;CD70;JAK2
sterol homeostasis (GO:0055092)	3/72	0.32274080348786643	0.5730795494094865	0	0	1.5261499684940139	1.7259317654066562	CETP;APOA2;CYP7B1
negative regulation of epithelial cell proliferation (GO:0050680)	3/72	0.32274080348786643	0.5730795494094865	0	0	1.5261499684940139	1.7259317654066562	STAT1;ALOX5;BRCA2
protein deubiquitination (GO:0016579)	9/267	0.3238795343475042	0.5730795494094865	0	0	1.2258497316636852	1.3820029324495346	CDC20;IFIH1;CCNA2;DDX58;CDK1;BRCA1;CLSPN;USP18;CDC25A
protein localization to vacuole (GO:0072665)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	GBP1
activation of cysteine-type endopeptidase activity (GO:0097202)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	IFI16
aorta development (GO:0035904)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	PKD2
branching involved in blood vessel morphogenesis (GO:0001569)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	DLL4
calcium ion import across plasma membrane (GO:0098703)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	SLC8A1
cAMP metabolic process (GO:0046058)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	ADCY7
carbohydrate transport (GO:0008643)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	AQP9
regulation of chromatin organization (GO:1902275)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	MKI67
regulation of integrin-mediated signaling pathway (GO:2001044)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	EMP2
regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902165)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	MUC1
regulation of lipase activity (GO:0060191)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	APOA2
COPII-coated vesicle cargo loading (GO:0090110)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	SEC31B
cytoplasmic sequestering of transcription factor (GO:0042994)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	PKD2
detection of bacterium (GO:0016045)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	NOD2
endothelial cell differentiation (GO:0045446)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	FSTL1
regulation of response to endoplasmic reticulum stress (GO:1905897)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	ALOX5
regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901836)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	DDX11
relaxation of muscle (GO:0090075)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	SLC8A1
growth hormone receptor signaling pathway via JAK-STAT (GO:0060397)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	JAK2
response to X-ray (GO:0010165)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	BLM
intestinal absorption (GO:0050892)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	SLC46A1
sequestering of extracellular ligand from receptor (GO:0035581)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	FSTL1
smooth muscle contraction (GO:0006939)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	SLC8A1
striated muscle cell development (GO:0055002)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	CAPN3
sulfate transport (GO:0008272)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	SLC26A1
thymus development (GO:0048538)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	FOXE1
tRNA wobble base modification (GO:0002097)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	ADAT2
myeloid dendritic cell activation (GO:0001773)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	BATF2
NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	PARP9
negative regulation of cyclase activity (GO:0031280)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	CCR2
negative regulation of interleukin-12 production (GO:0032695)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	TLR8
negative regulation of T cell differentiation (GO:0045581)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	IFNB1
negative regulation of viral transcription (GO:0032897)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	TRIM14
neuron fate commitment (GO:0048663)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	DLL4
nucleoside phosphate biosynthetic process (GO:1901293)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	CMPK2
nucleoside triphosphate metabolic process (GO:0009141)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	CMPK2
positive regulation of lymphocyte migration (GO:2000403)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	CXCL10
positive regulation of regulatory T cell differentiation (GO:0045591)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	LILRB2
positive regulation of SMAD protein signal transduction (GO:0060391)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	JAK2
positive regulation of T cell chemotaxis (GO:0010820)	1/14	0.32572782941140155	0.5730795494094865	0	0	2.6981394057206334	3.0264844228411163	CCR2
calcium ion transmembrane import into cytosol (GO:0097553)	2/42	0.32575296728593645	0.5730795494094865	0	0	1.7545207956600362	1.9678985159126265	PKD2;SLC8A1
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	2/42	0.32575296728593645	0.5730795494094865	0	0	1.7545207956600362	1.9678985159126265	TNFSF10;BRCA1
determination of left/right symmetry (GO:0007368)	2/42	0.32575296728593645	0.5730795494094865	0	0	1.7545207956600362	1.9678985159126265	STIL;PKD2
peptidyl-serine modification (GO:0018209)	6/169	0.32874932055953326	0.5779317765778461	0	0	1.2928358309028127	1.4382278410503269	PLK1;CDK1;CDC7;TTK;CLSPN;POGLUT3
regulation of intracellular signal transduction (GO:1902531)	14/437	0.3295009626588684	0.5788336968938558	0	0	1.163714861280441	1.2919283138739512	RMI2;BLM;BRCA1;AURKB;FGD4;TPX2;DEPDC1B;BRIP1;CLEC7A;EXO1;CDK1;CAPN3;FAM83D;GBP1
defense response to Gram-negative bacterium (GO:0050829)	3/73	0.3303719165893616	0.5795244176759156	0	0	1.5042701863354038	1.6660337448605704	IL6;TLR4;MPEG1
positive regulation of JNK cascade (GO:0046330)	3/73	0.3303719165893616	0.5795244176759156	0	0	1.5042701863354038	1.6660337448605704	SEMA3A;CARD9;NOD2
DNA synthesis involved in DNA repair (GO:0000731)	2/43	0.33596666073530373	0.5867927422201922	0	0	1.7116393948749613	1.8669592840388123	ISG15;DTL
heart looping (GO:0001947)	2/43	0.33596666073530373	0.5867927422201922	0	0	1.7116393948749613	1.8669592840388123	STIL;PKD2
lipid modification (GO:0030258)	2/43	0.33596666073530373	0.5867927422201922	0	0	1.7116393948749613	1.8669592840388123	PLPPR4;ALOX5
substantia nigra development (GO:0021762)	2/43	0.33596666073530373	0.5867927422201922	0	0	1.7116393948749613	1.8669592840388123	CASP5;S100A1
natural killer cell activation (GO:0030101)	2/43	0.33596666073530373	0.5867927422201922	0	0	1.7116393948749613	1.8669592840388123	IFNB1;IL21R
positive regulation of phospholipase C activity (GO:0010863)	2/43	0.33596666073530373	0.5867927422201922	0	0	1.7116393948749613	1.8669592840388123	CD86;P2RY6
regulation of peptide hormone secretion (GO:0090276)	3/74	0.3380006456960305	0.586806816661767	0	0	1.4830067360685855	1.6086284893567402	IL6;ALOX5;FFAR2
positive regulation of protein serine/threonine kinase activity (GO:0071902)	4/106	0.33940987486027113	0.586806816661767	0	0	1.3766769865841073	1.4875639559272844	PSRC1;S100A12;NOD2;PKD2
protein trimerization (GO:0070206)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	PNPT1
pyrimidine nucleoside metabolic process (GO:0006213)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	TYMP
C21-steroid hormone biosynthetic process (GO:0006700)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	TSPOAP1
calcium ion import into cytosol (GO:1902656)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	SLC8A1
regulation of dephosphorylation (GO:0035303)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	CDK5RAP3
cellular response to estrogen stimulus (GO:0071391)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	SERPINB9
regulation of extracellular matrix disassembly (GO:0010715)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	IL6
cellular sodium ion homeostasis (GO:0006883)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	SLC8A1
regulation of integrin activation (GO:0033623)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	KIF14
dermatan sulfate proteoglycan biosynthetic process (GO:0050651)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	VCAN
regulation of non-canonical Wnt signaling pathway (GO:2000050)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	RNF213
regulation of secretion (GO:0051046)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	OAS2
ganglioside biosynthetic process (GO:0001574)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	ST8SIA4
heterocycle biosynthetic process (GO:0018130)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	ALOX5
response to muscle stretch (GO:0035994)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	SLC8A1
integrated stress response signaling (GO:0140467)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	CCL2
superoxide anion generation (GO:0042554)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	CYBB
mammary gland epithelium development (GO:0061180)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	JAK2
membrane raft organization (GO:0031579)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	EMP2
mitochondrial RNA metabolic process (GO:0000959)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	PNPT1
mitotic intra-S DNA damage checkpoint signaling (GO:0031573)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	EME1
negative regulation of leukocyte mediated cytotoxicity (GO:0001911)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	CX3CR1
negative regulation of ubiquitin-protein transferase activity (GO:0051444)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	DTX3L
phosphatidylethanolamine biosynthetic process (GO:0006646)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	LPIN3
placenta development (GO:0001890)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	E2F8
positive regulation of cell killing (GO:0031343)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	CLEC7A
positive regulation of chromosome organization (GO:2001252)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	DDX11
positive regulation of double-strand break repair via homologous recombination (GO:1905168)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	RAD51AP1
positive regulation of histone H3-K4 methylation (GO:0051571)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	BRCA1
positive regulation of protein export from nucleus (GO:0046827)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	GTSE1
positive regulation of sprouting angiogenesis (GO:1903672)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	S100A1
protein homotrimerization (GO:0070207)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	PNPT1
protein localization to chromosome, telomeric region (GO:0070198)	1/15	0.34445195896819725	0.586806816661767	0	0	2.505286230015472	2.670135691694604	BRCA2
regulation of cell migration (GO:0030334)	13/408	0.3450795407419009	0.586806816661767	0	0	1.1567565042739034	1.2307661736814333	IFITM1;DNAI3;SEMA3D;DDX58;SEMA3A;KIF14;NEXN;CCL7;TMSB15A;CLEC7A;ADORA3;AMOTL2;GTSE1
integrin-mediated signaling pathway (GO:0007229)	3/75	0.3456240787481665	0.586806816661767	0	0	1.4623339371980677	1.5535887985927141	ITGB8;ISG15;PRAM1
branching morphogenesis of an epithelial tube (GO:0048754)	2/44	0.3461337817984289	0.586806816661767	0	0	1.6707999655558425	1.772601683915955	DLL4;PKD2
cardiac ventricle morphogenesis (GO:0003208)	2/44	0.3461337817984289	0.586806816661767	0	0	1.6707999655558425	1.772601683915955	DLL4;MYBPC3
mRNA catabolic process (GO:0006402)	2/44	0.3461337817984289	0.586806816661767	0	0	1.6707999655558425	1.772601683915955	ZC3H12D;PNPT1
mRNA stabilization (GO:0048255)	2/44	0.3461337817984289	0.586806816661767	0	0	1.6707999655558425	1.772601683915955	E2F1;MYD88
positive regulation of cell-matrix adhesion (GO:0001954)	2/44	0.3461337817984289	0.586806816661767	0	0	1.6707999655558425	1.772601683915955	EMP2;RIN2
axonogenesis (GO:0007409)	8/240	0.34970936603361336	0.59245455446756	0	0	1.2111832566349368	1.2725331431428188	SPTBN5;SEMA3D;PLPPR4;SEMA3A;PTPRO;NEXN;UNC5C;S100B
establishment of protein localization to organelle (GO:0072594)	3/76	0.3532393879598927	0.5964786310138284	0	0	1.442227516378797	1.5007953648602848	NEURL1B;LAMP3;IL10RA
positive regulation of cellular catabolic process (GO:0031331)	5/141	0.35378573323062223	0.5964786310138284	0	0	1.2907085561497327	1.3411285660348404	AMER1;PNPT1;DTX3L;TRIM14;TRIM22
zymogen activation (GO:0031638)	2/45	0.3562490547173803	0.5964786310138284	0	0	1.6318600445771478	1.6842838762318795	IFI16;HP
neural crest cell development (GO:0014032)	2/45	0.3562490547173803	0.5964786310138284	0	0	1.6318600445771478	1.6842838762318795	SEMA3D;SEMA3A
positive regulation of chemotaxis (GO:0050921)	2/45	0.3562490547173803	0.5964786310138284	0	0	1.6318600445771478	1.6842838762318795	IL6;CCR2
positive regulation of Notch signaling pathway (GO:0045747)	2/45	0.3562490547173803	0.5964786310138284	0	0	1.6318600445771478	1.6842838762318795	DLL4;NOD2
positive regulation of RNA metabolic process (GO:0051254)	2/45	0.3562490547173803	0.5964786310138284	0	0	1.6318600445771478	1.6842838762318795	IL6;PNPT1
membrane organization (GO:0061024)	8/242	0.35808147586163364	0.5964786310138284	0	0	1.2007062610353287	1.2331190050863716	RTP4;GCA;MX2;AVPR2;MX1;KIF20A;IL7R;CEP55
protein modification by small protein removal (GO:0070646)	9/276	0.358927657325551	0.5964786310138284	0	0	1.1839733300407458	1.2131398291965096	CDC20;IFIH1;CCNA2;DDX58;CDK1;BRCA1;CLSPN;USP18;CDC25A
positive regulation of apoptotic process (GO:0043065)	10/310	0.35918551044343033	0.5964786310138284	0	0	1.1709480122324158	1.1989527348390279	TOP2A;FGD4;IL6;MELK;IFNB1;TNFSF10;TNFRSF10C;E2F1;MNDA;IFIT2
protein localization to organelle (GO:0033365)	5/142	0.3592991487393041	0.5964786310138284	0	0	1.2812209688122096	1.3114577248493415	GBP5;LAMP3;ISG15;GBP2;GBP1
cholesterol metabolic process (GO:0008203)	3/77	0.36084382984896063	0.5964786310138284	0	0	1.4226645123384254	1.4501361904564138	CH25H;CETP;APOA2
phosphatidylcholine metabolic process (GO:0046470)	3/77	0.36084382984896063	0.5964786310138284	0	0	1.4226645123384254	1.4501361904564138	CETP;APOA2;LPIN3
3'-UTR-mediated mRNA destabilization (GO:0061158)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	ZC3H12D
regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	DLL4
regulation of defense response to virus (GO:0050688)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	HERC5
regulation of establishment of cell polarity (GO:2000114)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	KIF20B
regulation of hormone secretion (GO:0046883)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	FFAR2
regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	DDIAS
regulation of leukocyte activation (GO:0002694)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	PLSCR1
dendrite self-avoidance (GO:0070593)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	NEXN
regulation of systemic arterial blood pressure by hormone (GO:0001990)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	AVPR2
filopodium assembly (GO:0046847)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	FGD4
glycosphingolipid biosynthetic process (GO:0006688)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	ST8SIA4
sympathetic nervous system development (GO:0048485)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	SEMA3A
male meiosis I (GO:0007141)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	MYBL1
mesenchyme development (GO:0060485)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	PKD2
motor neuron axon guidance (GO:0008045)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	SEMA3A
negative regulation of histone modification (GO:0031057)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	BRCA1
negative regulation of lyase activity (GO:0051350)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	CCR2
negative regulation of natural killer cell mediated cytotoxicity (GO:0045953)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	SERPINB9
negative regulation of receptor signaling pathway via JAK-STAT (GO:0046426)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	PARP14
nucleoside diphosphate metabolic process (GO:0009132)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	CMPK2
nucleotide catabolic process (GO:0009166)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	SAMHD1
odontogenesis of dentin-containing tooth (GO:0042475)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	WNT6
oligodendrocyte development (GO:0014003)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	ZNF488
oogenesis (GO:0048477)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	TRIP13
positive regulation of alpha-beta T cell proliferation (GO:0046641)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	CCR2
positive regulation of endothelial cell apoptotic process (GO:2000353)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	CCL2
positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	DDX58
positive regulation of small molecule metabolic process (GO:0062013)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	PPM1K
positive regulation of vasoconstriction (GO:0045907)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	AVPR2
protein localization to microtubule organizing center (GO:1905508)	1/16	0.3626570407029665	0.5964786310138284	0	0	2.338146811070999	2.3715768924358605	STIL
regulation of DNA metabolic process (GO:0051052)	2/46	0.3663075313297723	0.600447345274343	0	0	1.5946901200065757	1.6015186610136458	IL7R;TICRR
erythrocyte differentiation (GO:0030218)	2/46	0.3663075313297723	0.600447345274343	0	0	1.5946901200065757	1.6015186610136458	JAK2;CDK5RAP3
regulation of synaptic transmission, glutamatergic (GO:0051966)	2/46	0.3663075313297723	0.600447345274343	0	0	1.5946901200065757	1.6015186610136458	CCL2;CCR2
regulation of telomerase activity (GO:0051972)	2/46	0.3663075313297723	0.600447345274343	0	0	1.5946901200065757	1.6015186610136458	NEK2;AURKB
posttranscriptional regulation of gene expression (GO:0010608)	2/46	0.3663075313297723	0.600447345274343	0	0	1.5946901200065757	1.6015186610136458	TDRD7;PARP9
negative regulation of protein serine/threonine kinase activity (GO:0071901)	3/78	0.36843474457818387	0.6035264620841824	0	0	1.403623188405797	1.401506057156228	PLK1;SLC8A1;CDK5RAP3
determination of heart left/right asymmetry (GO:0061371)	2/47	0.3763045770119643	0.6086722586062371	0	0	1.5591721920835846	1.5238669491010963	STIL;PKD2
embryonic heart tube morphogenesis (GO:0003143)	2/47	0.3763045770119643	0.6086722586062371	0	0	1.5591721920835846	1.5238669491010963	STIL;PKD2
regulation of wound healing (GO:0061041)	2/47	0.3763045770119643	0.6086722586062371	0	0	1.5591721920835846	1.5238669491010963	CLEC7A;ALOX5
negative regulation of cold-induced thermogenesis (GO:0120163)	2/47	0.3763045770119643	0.6086722586062371	0	0	1.5591721920835846	1.5238669491010963	ID1;TLR4
regulation of cytoskeleton organization (GO:0051493)	4/112	0.3773267761247781	0.6086722586062371	0	0	1.2997916246555086	1.2668337011250999	NEXN;S100A9;IQGAP3;S100A8
activation of protein kinase A activity (GO:0034199)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	ADCY7
pyrimidine-containing compound catabolic process (GO:0072529)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	TYMP
aorta morphogenesis (GO:0035909)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	DLL4
regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	DNAI3
regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	SLC8A1
regulation of cell killing (GO:0031341)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	CFH
regulation of cellular respiration (GO:0043457)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	PNPT1
regulation of cellular response to growth factor stimulus (GO:0090287)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	FSTL1
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	SLC8A1
cell surface receptor signaling pathway involved in heart development (GO:0061311)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	DLL4
cellular response to fatty acid (GO:0071398)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	FFAR2
regulation of neuroblast proliferation (GO:1902692)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	CX3CR1
DNA biosynthetic process (GO:0071897)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	TYMS
regulation of osteoblast proliferation (GO:0033688)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	EIF2AK2
embryo development ending in birth or egg hatching (GO:0009792)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	BRCA1
regulation of stem cell proliferation (GO:0072091)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	EIF2AK2
histone H2A ubiquitination (GO:0033522)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	DTX3L
ribosomal small subunit assembly (GO:0000028)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	PWP2
membrane depolarization during cardiac muscle cell action potential (GO:0086012)	1/17	0.38035743777702197	0.6086722586062371	0	0	2.191899819494585	2.118786464206634	SLC8A1
